Prolific ID,original_answer
68890c7b68f8af6fefc86f22,Vista Therapeutics (VSTA)
6658c8119af9537eefdfbde5,Vista Therapeutics (VSTA)
6716c6700f376dc7f534af9d,Vista Therapeutics (VSTA)
67f72474746fa86c43e2829b,Vista Therapeutics (VSTA)
5c5b38d5cca9e000010a07c4,Vista Therapeutics (VSTA)
671500b20d2459e3859f2273,Vista Therapeutics (VSTA)
5ecd61476e04500905a6eed2,Vista Therapeutics (VSTA)
6400d8e645e80091a53f9b21,Vista Therapeutics (VSTA)
67e3ed3bc1b5fefa80a4cfa3,Vista Therapeutics (VSTA)
5e6af189bdaa1a0b355f63ae,Vista Therapeutics (VSTA)
5c01bf7d4c14cf00019ce2a4,Vista Therapeutics (VSTA)
67387b300487eed5ec3fa8a1,Vista Therapeutics (VSTA)
5e38e49a8445881060c60eaf,Vista Therapeutics (VSTA)
5cb9ca6814b3cb0017e4f7dd,Vista Therapeutics (VSTA)
66364f7e853a9e70d8509fc7,Vista Therapeutics (VSTA)
63d5115ddc01107ef6d6c988,Vista Therapeutics (VSTA)
680dcb74ab0a3a21ef2d6d89,Vista Therapeutics (VSTA)
67c60b46b619cad09b65ab51,Vista Therapeutics (VSTA)
5e7acbd0373d5e0c087a112c,Vista Therapeutics (VSTA)
586bd8faa205a90001e7e8ac,Vista Therapeutics (VSTA)
674f6a744eedf9ef2c60fa48,Vista Therapeutics (VSTA)
5938e042e9b44100013ae891,Vista Therapeutics (VSTA)
5d316c4442c2170018e10574,Vista Therapeutics (VSTA)
67acbb030811018b016dcaf7,Vista Therapeutics (VSTA)
6824f3d557a9425aca0d7df9,Vista Therapeutics (VSTA)
637ea165e071484955b325f7,Vista Therapeutics (VSTA)
6773d9880060f6cfd67eca9b,Vista Therapeutics (VSTA)
594a4063f15f310001f8898c,Vista Therapeutics (VSTA)
5a93e14b89de8200013ebd26,Vista Therapeutics (VSTA)
67a908afd56a6f9e4bf0d17d,Vista Therapeutics (VSTA)
5d02a158c8a372001abf3b30,Vista Therapeutics (VSTA)
6716d322b863fdf712ac02c8,Vista Therapeutics (VSTA)
5c8cfc3772503f0001e9c965,Vista Therapeutics (VSTA)
5e50ecfc5bac4311db8b381b,Vista Therapeutics (VSTA)
5f1dfd940aeb060d8eb3cf55,Vista Therapeutics (VSTA)
66c74964469a7c10a71e2c67,Vista Therapeutics (VSTA)
67d80b3db0cac8b1bd982fb2,Vista Therapeutics (VSTA)
668ea786110e37a5831793c3,Vista Therapeutics (VSTA)
663791040de5898120ca93cd,Vista Therapeutics (VSTA)
66855395948d6d88d5a55521,Vista Therapeutics (VSTA)
60d8f55069aaf39b7c14ad19,Vista Therapeutics (VSTA)
6789723fb1024905ead72eef,Vista Therapeutics (VSTA)
660fd68733720d48af43d1b3,Vista Therapeutics (VSTA)
66d8761a8e54f9f070947add,Vista Therapeutics (VSTA)
6659fa0eb4d2041c2fe81f61,Vista Therapeutics (VSTA)
5f82567f1e720a3842580d23,Vista Therapeutics (VSTA)
609551c1ade88f8463666fb8,Vista Therapeutics (VSTA)
6792b1e3e08ffea42164f5bb,Vista Therapeutics (VSTA)
564e93659b124900127eb55b,Vista Therapeutics (VSTA)
5db21a3cad248e000dae8bc2,Vista Therapeutics (VSTA)
63ea5f39871e9fdef021a53d,Vista Therapeutics (VSTA)
5c4d1a6c9ce35100019dbc88,Vista Therapeutics (VSTA)
6792aeb9e5343cec82d86c19,Vista Therapeutics (VSTA)
6413bee5234ad46e9fc4ba75,Vista Therapeutics (VSTA)
63e548215b42b3f3aa069dc2,Vista Therapeutics (VSTA)
644c061ce861c17549323c00,Vista Therapeutics (VSTA)
62d90e828279a1f54b9c0a0e,Vista Therapeutics (VSTA)
55b8113efdf99b4633359b7b,Vista Therapeutics (VSTA)
66a44ebdc7952eff6a20a022,Vista Therapeutics (VSTA)
5aa15fe0dbdb470001ef285c,Vista Therapeutics (VSTA)
67291fecd7b792dbe483dc89,Vista Therapeutics (VSTA)
65c3aff75931487d511e5a1b,Vista Therapeutics (VSTA)
5bf0b1ecaf38d100016bd609,Vista Therapeutics (VSTA)
60087afa0a5c054c002eaf0e,Vista Therapeutics (VSTA)
55d51a6b8ce09000127d4821,Vista Therapeutics (VSTA)
66700a48a3b3f15603aef0ad,Vista Therapeutics (VSTA)
67dd7c19a47e66a478a74a6b,Vista Therapeutics (VSTA)
666db5a67ea03007602517bf,Vista Therapeutics (VSTA)
67838c00a0e049fdf173f9bd,Vista Therapeutics (VSTA)
67b1e771274d3a16c4e32358,Vista Therapeutics (VSTA)
614de785b8b89e4aba599f03,Vista Therapeutics (VSTA)
665722639f7a09a8815bf198,Vista Therapeutics (VSTA)
6717a695635ae7f7518a1ad4,Vista Therapeutics (VSTA)
57b248d52075e2000113ba3d,Vista Therapeutics (VSTA)
5ecae23b40dae00008174c32,Vista Therapeutics (VSTA)
5fff2877a99bcb65a14a223c,Vista Therapeutics (VSTA)
5ecdccc7967c2c15a39aa395,Vista Therapeutics (VSTA)
667eb020a3f04ab26214dcd4,Vista Therapeutics (VSTA)
602b4302c8f632275e471f94,Vista Therapeutics (VSTA)
6604b10d7328536e5d9bb9db,Vista Therapeutics (VSTA)
671860c903af514aabbacdc0,Vista Therapeutics (VSTA)
67ead68cde953c130a670193,Vista Therapeutics (VSTA)
66143ba33578fb4a58260883,Vista Therapeutics (VSTA)
57c725d89a5f4f0001f661bd,Vista Therapeutics (VSTA)
65537e14439274fe5036b4d2,Vista Therapeutics (VSTA)
66caec76f2a174deb1bd914a,Vista Therapeutics (VSTA)
6658b357347b527af5f3bab1,Vista Therapeutics (VSTA)
669a7e61868ddc1841ad1809,Vista Therapeutics (VSTA)
677e1c29e5bc70ca31fa88ec,Vista Therapeutics (VSTA)
665c89bfc048d14185cac307,Vista Therapeutics (VSTA)
681106ac93d01f1615c6f003,Vista Therapeutics (VSTA)
665490d75b3bbb3e8317b417,Vista Therapeutics (VSTA)
67cde0189e68d047d04ca919,Vista Therapeutics (VSTA)
67e58fdd13f4a6a894472087,Vista Therapeutics (VSTA)
63e5dea962e51a42174210da,Vista Therapeutics (VSTA)
67e478cd1e606cd162f6f60e,Vista Therapeutics (VSTA)
67ddcb3dcbef21677c5cd3c3,Vista Therapeutics (VSTA)
676aa3d5f636e61eea483766,Vista Therapeutics (VSTA)
677ac5abfeff92f43b1755ba,Vista Therapeutics (VSTA)
5eb2cd389686d8067b6b090f,Vista Therapeutics (VSTA)
602c0fc2eff74b4748e9b41e,Vista Therapeutics (VSTA)
6734ab83047e85e2f8795acb,Vista Therapeutics (VSTA)
67d41689101f0de506a83a86,Vista Therapeutics (VSTA)
5f3ec93efbd299158253f283,Vista Therapeutics (VSTA)
5fb4f7b816ba5b1868ac6bd2,Vista Therapeutics (VSTA)
605e491b152b38b079a9ca7c,Vista Therapeutics (VSTA)
5c4a061161db8c00015e4fb0,Vista Therapeutics (VSTA)
5c7d8eae92edb30015dc05b4,Vista Therapeutics (VSTA)
6297d4ad03a1830f21d22cb1,Vista Therapeutics (VSTA)
67f1f1d53b5c101545b04cfc,Vista Therapeutics (VSTA)
5d4c217a97d8a600013b46cf,Vista Therapeutics (VSTA)
5a5c871aac5624000153f89e,Vista Therapeutics (VSTA)
660462af12d1deceebf52ed3,Vista Therapeutics (VSTA)
65f6d8993df9f5cc02ff0a38,Vista Therapeutics (VSTA)
67c03df83a4809152545cabd,Vista Therapeutics (VSTA)
6659765ecde078606ca6c11f,Vista Therapeutics (VSTA)
6777c7237e71bcea676eefb3,Vista Therapeutics (VSTA)
6658d84e36a39b239367aed9,Vista Therapeutics (VSTA)
60e9fd8a2f52070be49cf317,Vista Therapeutics (VSTA)
55c495d2fdf99b2d6cabb691,Vista Therapeutics (VSTA)
6601954213db12a8bae9b1e5,Vista Therapeutics (VSTA)
67d981d96654700291d406af,Vista Therapeutics (VSTA)
668568bb50fdf898014285b7,Vista Therapeutics (VSTA)
67fcacde90e769636fa95799,Vista Therapeutics (VSTA)
6277fb597942c07d74b16b98,Vista Therapeutics (VSTA)
67dad66fd659797310deb87f,Vista Therapeutics (VSTA)
5b1487d330d562000155f1c7,Vista Therapeutics (VSTA)
6821df863ec125fe3dc712ea,Vista Therapeutics (VSTA)
5e7027c5a2522d000bddb8f3,Vista Therapeutics (VSTA)
62dbcc6f4bb8a5fd4c24da09,Vista Therapeutics (VSTA)
6679ea8e58ac232272ced163,Vista Therapeutics (VSTA)
614662c1c31697525616534f,Vista Therapeutics (VSTA)
6814d6f64f03d35e2993943c,Vista Therapeutics (VSTA)
5ba4da6f03692b00019adae6,Vista Therapeutics (VSTA)
62b35d7693a267af341a1822,Vista Therapeutics (VSTA)
65245fdcf8a622a72246d0de,Vista Therapeutics (VSTA)
6576b747aec8c6cba6ef5419,Vista Therapeutics (VSTA)
63d151216ce873774fc3ad58,Vista Therapeutics (VSTA)
5fea2970cbe0699d90756fd7,Vista Therapeutics (VSTA)
6773dbc6ef23107f61c70eda,Vista Therapeutics (VSTA)
6579c89d57f35b2be923175a,Vista Therapeutics (VSTA)
5ade0203066c510001d42abf,Vista Therapeutics (VSTA)
661849a65cba8b07213ca8e0,Vista Therapeutics (VSTA)
55eb3fea748092000daa9b25,Vista Therapeutics (VSTA)
62951acd624dba0f4429d988,Vista Therapeutics (VSTA)
661403131cecbe255b64ca6f,Vista Therapeutics (VSTA)
5b64de377b7f8600011305fa,Vista Therapeutics (VSTA)
607dc630d2d30aa7e8699c23,Vista Therapeutics (VSTA)
6081474510faf8072e5d7072,Vista Therapeutics (VSTA)
67cfeddb9f4b04d789ca82bd,Vista Therapeutics (VSTA)
5ec705b09b469614f8418b27,Vista Therapeutics (VSTA)
5fa17ddeabc188288bde81c8,Vista Therapeutics (VSTA)
62a889993e01c9e01ee7066e,Vista Therapeutics (VSTA)
66821bd8c0252a33b4c4390f,Vista Therapeutics (VSTA)
67f1f5ae37225c87ef8af243,Vista Therapeutics (VSTA)
6664a43c74f29b3d9ff0259d,Vista Therapeutics (VSTA)
5d5dd0b30f64720001a43f68,Vista Therapeutics (VSTA)
6071e7e8f858a84483519a0c,Vista Therapeutics (VSTA)
6584587e3b2eb3fdd8a3ebcf,Vista Therapeutics (VSTA)
6670691eabe166aeded6a5bf,Vista Therapeutics (VSTA)
5ec1f4ed6c4e27000a54d7d2,Vista Therapeutics (VSTA)
5fd2c2c727a4dc0da4da81f1,Vista Therapeutics (VSTA)
60d11f2e1a4755b309e536d7,Vista Therapeutics (VSTA)
5c6088630112a60001a2b1e7,Vista Therapeutics (VSTA)
666779d839f2782d6d31f7d3,Vista Therapeutics (VSTA)
643db5baa695a720a1bbdb4f,Hamilton Sterling Group (HSG)
6773a4f19e0b5c2d84f6a913,Vista Therapeutics (VSTA)
